text,aspect,true_sentiment,predicted_sentiment
"The plot of this movie was predictable and unoriginal , but the acting was superb .",acting,positive,negative
I just got an older 866 Mhz system with 512 PC 133 RAM and it also runs fine on that.,usage,positive,positive
"I have read the installation instructions for both NIS 2004 and NAV 2004 prior to installation, but still ended up with the same result...junk software.",software,negative,negative
"unfortunately it turns out to be the "" disposable "" type .",player,negative,negative
"I've never been during the dinner rush, whence I think most of the service complaints originate.",dinner,neutral,neutral
"I've never been during the dinner rush, whence I think most of the service complaints originate.",service,negative,negative
4) One nice thing about Nokias is that they have a ton of ring tone and game choices.,tone,positive,positive
4) One nice thing about Nokias is that they have a ton of ring tone and game choices.,game,positive,positive
It came with a good fence that  is simple yet precise and thats well made and won't break.,fence,positive,positive
It is a wonderful little router .,router,positive,positive
"I love the rounded edges now, fits so much better in a pocket, jeans or suit.",edges,positive,positive
"The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.",Scene,positive,neutral
"The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.",lunch,neutral,neutral
Last night the dining room was crammed and seemingly only had one waiter which is ludicrous.,dining room,neutral,neutral
Last night the dining room was crammed and seemingly only had one waiter which is ludicrous.,waiter,negative,negative
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",anti-pasta,positive,positive
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,positive,positive
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",filling pasta mains,positive,positive
"The tennis court at the local park is always well-maintained and clean , which makes playing there a pleasure .",tennis court,positive,positive
"The tennis court at the local park is always well-maintained and clean , which makes playing there a pleasure .",tennis court,positive,positive
"The tennis court at the local park is always well-maintained and clean , which makes playing there a pleasure .",playing,positive,positive
Later in the evening after our meal we finally found the real owner behind the bar of the restaurant and explained to him the situation which he had been made aware of by the waitress.,meal,neutral,neutral
Later in the evening after our meal we finally found the real owner behind the bar of the restaurant and explained to him the situation which he had been made aware of by the waitress.,owner,neutral,negative
Later in the evening after our meal we finally found the real owner behind the bar of the restaurant and explained to him the situation which he had been made aware of by the waitress.,bar,neutral,neutral
Later in the evening after our meal we finally found the real owner behind the bar of the restaurant and explained to him the situation which he had been made aware of by the waitress.,waitress,negative,negative
"This is not haute cuisine, but that' part of what I love about it - it has an honest, intimate feel with no pretensions, just like eating in an Italian family's home.",cuisine,negative,positive
"This is not haute cuisine, but that' part of what I love about it - it has an honest, intimate feel with no pretensions, just like eating in an Italian family's home.",feel,positive,positive
The buffet had a nice selection .,buffet,positive,positive
The buffet had a nice selection .,selection,positive,positive
i love this player .,player,positive,positive
Its white color is stylish for college students and easy to take to carry and take to classes.,color,positive,positive
Love this speaker .,speaker,positive,positive
"However , once you crank the volume a little to a level a bit too distracting for the work I like to get done with some background music , viola , the audio is great -LRB- well , this is relative - great for a computer speaker -RRB- .",computer speaker,positive,positive
