text,aspect,predicted_sentiment
"I was really impressed with the quality of the gym equipment at my local fitness center , but the lack of cleanliness in the locker room was a major disappointment .",locker room,negative
"It holds quite a few diapers, and pops them in quickly and easily.",holds,positive
They said the product was defective and said they would send a new one .,product,negative
"As opposed to the Nomad II or any other flash based player, the songs load extremely fast...about one or two seconds per song.",speed,positive
"The veal was nice and tender, but the flavors weren't exciting.",veal,positive
"The veal was nice and tender, but the flavors weren't exciting.",flavors,negative
"The food is just ok, not at all worth having to put up with the disgusting staff, the manager/owner in particular.",food,positive
"The food is just ok, not at all worth having to put up with the disgusting staff, the manager/owner in particular.",staff,negative
"Our waitress was pleasant but slow, and the food is simply not good enough to be treated like a nuisance.",waitress,positive
"Our waitress was pleasant but slow, and the food is simply not good enough to be treated like a nuisance.",food,negative
"We were seated promptly for a Saturday lunch, but service was incredibly slow.",Saturday lunch,neutral
"We were seated promptly for a Saturday lunch, but service was incredibly slow.",service,negative
An unpretentious sexy atmosphere lends itself to the above average wine-list and a menu that can stand-up to any other restaurant in NewYork City (or Paris).,atmosphere,positive
An unpretentious sexy atmosphere lends itself to the above average wine-list and a menu that can stand-up to any other restaurant in NewYork City (or Paris).,menu,neutral
The staff treated them like true royalty.,staff,positive
The staff treated them like true royalty.,royalty,positive
"The picture quality of my new DSLR camera is amazing , but the weight of the camera makes it difficult to carry around for long periods of time .",DSLR camera,positive
"The picture quality of my new DSLR camera is amazing , but the weight of the camera makes it difficult to carry around for long periods of time .",camera,positive
"Despite the government's efforts to boost the economy , the unemployment rate is still high .",unemployment rate,negative
Our group of 8 had about five small plates that we thought were the best on the menu.,plates,positive
Our group of 8 had about five small plates that we thought were the best on the menu.,menu,neutral
A few of us went the other night for cocktails (half price!),cocktails,neutral
A few of us went the other night for cocktails (half price!),price,positive
small size .,size,positive
"The limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings.",ingredients,positive
"The limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings.",mozarella,neutral
"The limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings.",black olives,neutral
"the speaker phone is very functional and i use it in the car , very audible even with freeway noise .",phone,positive
the waitstaffs are nice though .,waitstaffs,positive
"Unfortunately , the food is outstanding , but everything else about this restaurant is the pits .",food,positive
Linksys is more costlier than others and is a home/consumer division of Cisco.,costlier,negative
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative
"While I appreciate the work that this celebrity has done for charity , I can't help but feel that they're just doing it for the publicity .",work that this,positive
"While I appreciate the work that this celebrity has done for charity , I can't help but feel that they're just doing it for the publicity .",celebrity,negative
"small portions, average food 6) we ask for the check, the waiter says, ok, and 5 minutes later asks if we want coffee or dessert.",food,neutral
